Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own(%),Shs Outstand,Perf Week(%),Forward P/E,EPS next Y,Insider Trans(%),Shs Float,Perf Month(%),Income,PEG,EPS next Q,Inst Own(%),Perf Quarter(%),Sales,P/S,EPS this Y(%),Inst Trans(%),Short Interest,Perf Half Y(%),Book/sh,P/B,EPS next Y Percentage(%),ROA(%),Target Price,Perf Year(%),Cash/sh,P/C,EPS next 5Y(%),ROE(%),52W Range From,52W Range To,Perf YTD(%),Dividend,P/FCF,EPS past 5Y(%),ROI(%),52W High(%),Beta,Dividend %(%),Quick Ratio,Sales past 5Y(%),Gross Margin(%),52W Low(%),ATR,Employees,Current Ratio,Sales Q/Q(%),Oper. Margin(%),RSI (14),Volatility W(%),Volatility M(%),Optionable,Debt/Eq,EPS Q/Q(%),Profit Margin(%),Rel Volume,Prev Close,Shortable,LT Debt/Eq,Payout(%),Avg Volume,Recom,SMA20(%),SMA50(%),SMA200(%),Description,Date,Short Float Percentage(%),Short Float Ratio,Earnings_Date,Earnings_Timing
SIEN,"Sientra, Inc.",Healthcare,Medical Devices,USA,20490000,,1.76,-0.0785,126427,Top Losers,1,-,-10.89,0.9,10100000,14.15,,-3.83,0.0,9330000.0,22.71,-67000000.0,,-1.33,27.8,6.03,88100000.0,0.23,18.0,81.23,1160000.0,86.46,-0.69,,57.4,36.8,16.83,93.91,1.77,1.08,20.0,383.6,1.49,33.80,13.26,,,13.0,43.9,94.79,1.56,,0.7,31.2,57.5,18.12,0.25,319,1.3,15.3,66.2,40.35,10.81,12.46,True,,148.2,76.5,0.97,1.91,True,,,185470,1.7,12.34,22.04,73.42,"Sientra, Inc., a medical aesthetics company, develops and sells medical aesthetics products in the United States and internationally. It offers silicone gel breast implants for use in breast augmentation and breast reconstruction procedures; breast tissue expanders; and scar management products under the Sientra Round, Sientra Teardrop, AlloX2, Dermaspan, Softspan, and BIOCORNEUM brand names. The company also provides body contouring products; facial and nasal implants; saline filled sizers. It serves to hospitals, surgery centers, plastic surgeons, dermatologists and other specialties. The company was formerly known as Juliet Medical, Inc. and changed its name to Sientra, Inc. in April 2007. Sientra, Inc. was incorporated in 2003 and is headquartered in Santa Barbara, California.",2023-02-09,12.41,6.24,2022-11-10,AMC
HTCR,"HeartCore Enterprises, Inc.",Technology,Software - Application,Japan,18410000,,1.06,-0.0783,262648,"['Top Losers', 'Unusual Volume']",2,-,-0.33,76.82,17840000,18.47,25.56,0.04,0.0,4090000.0,18.01,-6000000.0,,0.03,0.4,33.75,9200000.0,2.0,324.1,3.22,20000.0,53.3,0.34,3.38,111.1,39.8,2.5,,0.49,2.36,,88.5,0.78,6.19,16.48,,,,12.9,82.88,,,3.0,,43.4,35.9,0.19,45,3.0,77.4,61.1,47.2,17.16,15.84,False,0.28,617.9,65.2,5.50,1.15,False,0.18,,68010,,5.93,3.69,33.72,"HeartCore Enterprises, Inc., a software development company, provides Software as a Service solutions to enterprise customers in Japan and internationally. Its customer experience management platform includes marketing, sales, service, and content management systems, as well as other tools and integrations, which enable companies to enhance the customer experience and drive engagement. The company also provides data analytics services that allow enterprise businesses to create web experiences for their clients. In addition, it operates a digital transformation business that provides customers with robotics process automation, process mining, and task mining to accelerate the digital transformation of enterprises. The company was founded in 2009 and is headquartered in Tokyo, Japan.",2023-02-09,0.53,0.32,,
MAPS,"WM Technology, Inc.",Technology,Software - Application,USA,198390000,3.17,1.19,-0.0775,214736,Top Losers,1,-,0.41,9.4,89550000,19.05,,-0.19,1.76,74070000.0,2.59,27900000.0,,-0.13,55.6,7.75,220400000.0,0.9,152.7,1.52,3830000.0,54.05,1.29,1.0,17.4,7.1,3.51,78.32,0.22,5.8,,28.7,0.8,8.35,17.82,,,,11.9,85.75,,,1.7,,93.6,48.38,0.13,606,1.7,0.8,23.5,46.92,11.75,10.45,True,0.0,118.9,12.7,0.32,1.29,True,0.0,0.0,1010000,2.4,4.76,3.62,56.7,"WM Technology, Inc. provides ecommerce and compliance software solutions to retailers and brands in cannabis market in the United States, Canada, and internationally. The company offers Weedmaps marketplace that allows cannabis users to search for and browse cannabis products from retailers and brands, and reserve products from local retailers; and information on the cannabis plant, and the industry and advocate related services for legalization. It also provides WM Business suite of monthly subscription-based software solutions, including WM Orders, WM Dispatch, WM Store, WM Dashboard, integrations, and API platform, as well as access to its WM Retail and WM Exchange products. In addition, the company offers advertising solutions; Sprout, a customer relationship management solution; and Cannveya, a delivery and logistics software solution. WM Technology, Inc. was founded in 2008 and is headquartered in Irvine, California.",2023-02-09,5.17,3.81,2022-11-07,AMC
BYSI,BeyondSpring Inc.,Healthcare,Biotechnology,USA,113280000,,2.68,-0.07730000000000001,362181,"['Most Volatile', 'Top Losers']",2,-,-1.65,40.55,38930000,2.69,,-2.49,0.0,23140000.0,17.11,,,,18.27,270.83,1350000.0,83.85,15.9,,2840000.0,81.63,0.69,4.25,80.4,,1.0,13.03,,,,,0.54,3.45,42.02,,,,,22.61,,,,,,392.62,0.31,103,,87.8,,57.74,11.76,13.59,True,,,,0.50,2.91,True,,,1030000,4.0,4.91,46.84,89.12,"BeyondSpring Inc., a clinical stage biopharmaceutical company, together with its subsidiaries, focuses on the development of cancer therapies. The company's lead asset is the Plinabulin, a selective immune-modulating microtubule-binding agent that has completed Phase III clinical trials for the prevention of chemotherapy-induced neutropenia; and for treatment of later-stage non-small cell lung cancer. It is also developing Plinabulin in combination with various immuno-oncology agents, including nivolumab, a PD-1 antibody for the treatment of NSCLC; nivolumab and ipilimumab, a CTLA-4 antibody for the treatment of SCLC; and in combination with PD-1 or PD-L1 antibodies and radiation for the treatment of various cancers. In addition, the company engages in the development of three small molecule immune agents in preclinical stages; and a drug development platform. The company was founded in 2010 and is headquartered in New York, New York.",2023-02-09,12.27,2.74,,
BLZE,"Backblaze, Inc.",Technology,Software - Infrastructure,USA,218780000,,5.87,-0.077,71944,"['Recent Insider Selling', 'Top Losers']",2,-,-1.47,9.3,31990000,23.87,,-1.65,28.78,13480000.0,15.3,-46500000.0,,-0.42,27.5,34.02,80900000.0,2.7,215.7,9.41,180000.0,16.97,2.39,2.66,2.5,28.8,11.0,57.89,2.25,2.83,,54.3,3.82,15.89,4.55,,,,12.9,63.06,,,1.6,,51.9,53.66,0.51,270,1.6,27.7,52.0,38.33,8.07,7.35,True,0.51,95.4,57.5,0.96,6.36,True,0.27,,107440,1.7,18.56,4.53,0.57,"Backblaze, Inc., a storage cloud platform, provides businesses and consumers cloud services to store, use, and protect data in the United States and internationally. The company offers cloud services through a web-scale software infrastructure built on commodity hardware. It also provides Backblaze B2 Cloud Storage, which enables customers to store data, developers to build applications, and partners to expand their use cases. This service is offered as a consumption-based Infrastructure-as-a-Service (IaaS) and serves use cases, such as backups, multi-cloud, application development, and ransomware protection. In addition, the company offers Backblaze Computer Backup that automatically backs up data from laptops and desktops for businesses and individuals, which provides a subscription-based Software-as-a-Service and serves use cases, including computer backup, ransomware protection, theft and loss protection, and remote access. It serves the public cloud IaaS storage and Data-Protection-as-a-Service markets. The company was incorporated in 2007 and is headquartered in San Mateo, California.",2023-02-09,1.35,1.69,2023-02-15,AMC
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Drilling,Bermuda,1750000000,,173.52,-0.077,138042,Top Losers,1,-,-48.32,5.37,9100000,2.86,12.23,15.37,0.0,8930000.0,7.71,-405000000.0,,-0.55,76.7,2.47,2440000000.0,0.72,35.5,2.22,480000.0,39.38,48.27,3.89,151.6,8.1,197.56,53.62,45.61,4.12,12.6,79.9,92.66,207.67,12.06,,22.72,16.0,9.0,16.43,2.79,,1.5,2.0,36.2,87.3,9.32,10000,1.7,32.4,5.2,52.88,5.06,5.07,True,5.89,88.6,16.6,1.55,187.99,True,5.89,,127250,2.8,0.15,9.3,20.84,"Nabors Industries Ltd. provides drilling and drilling-related services for land-based and offshore oil and natural gas wells. The company operates through five segments: U.S. Drilling, Canada Drilling, International Drilling, Drilling Solutions, and Rig Technologies. It provides tubular running, wellbore placement, directional drilling, measurement-while-drilling (MWD), equipment manufacturing, and rig instrumentation services; and logging-while-drilling systems and services, as well as drilling optimization software. The company also offers REVit, an automated real time stick-slip mitigation system; ROCKit, a directional steering control system; SmartNAV, a collaborative guidance and advisory platform; SmartSLIDE, an advanced directional steering control system; and RigCLOUD, which provides the tools and infrastructure to integrate applications to deliver real-time insight into operations across the rig fleet. In addition, it manufactures and sells top drives, catwalks, wrenches, drawworks, and other drilling related equipment, such as robotic systems and downhole tools; and provides aftermarket sales and services for the installed base of its equipment. As of December 31, 2021, the company marketed approximately 301 rigs for land-based drilling operations in the United States, Canada, and in 20 other countries worldwide; and 29 rigs for offshore platform drilling operations in the United States and internationally. Nabors Industries Ltd. was founded in 1952 and is based in Hamilton, Bermuda.",2023-02-09,5.43,3.81,2023-02-07,AMC
AMC,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,USA,-2147483648,,5.28,-0.07690000000000001,16880962,"['Most Active', 'Top Losers']",2,-,-1.37,0.19,516820000,13.4,,-0.41,8.51,515280000.0,29.68,-820300000.0,,-0.18,26.8,6.32,4090000000.0,0.72,93.2,5.41,116360000.0,63.79,-2.5,,66.4,8.2,2.39,47.84,1.32,4.32,,37.0,3.77,21.09,29.36,,,34.2,22.8,75.03,1.98,,,4.8,67.8,39.66,0.62,3046,0.6,26.9,10.5,46.98,13.3,10.98,True,,49.7,20.0,0.77,5.72,False,,,31710000,3.7,5.96,4.4,31.95,"AMC Entertainment Holdings, Inc., through its subsidiaries, engages in the theatrical exhibition business. The company owns, operates, or has interests in theatres in the United States and Europe. As of March 1, 2022, it operated approximately 950 theatres and 10,600 screens. The company was founded in 1920 and is headquartered in Leawood, Kansas.",2023-02-09,22.58,3.67,2022-11-08,AMC
QBTS,D-Wave Quantum Inc.,Technology,Computer Hardware,Canada,100710000,,1.08,-0.07690000000000001,3172099,Top Losers,1,-,,35.2,116260000,11.51,,-0.57,0.08,60390000.0,2.74,,,-0.13,62.8,59.11,7200000.0,13.98,214.8,28.91,470000.0,91.09,-0.01,,29.5,,10.2,89.09,0.16,7.3,,,1.02,13.23,25.03,,,,22.3,91.84,,,1.6,,,5.84,0.21,190,1.8,54.5,,38.46,23.74,15.6,False,,201.6,,3.30,1.17,True,,,1400000,2.0,17.4,35.24,83.04,"D-Wave Quantum Inc. develops and delivers quantum computing systems, software, and services worldwide. The company offers Advantage, a fifth-generation quantum computer; Launch, a quantum computing onboarding service; Ocean a full suite of open-source programming tools; and Leap, a cloud-based service that provides real-time access to a live quantum computer, as well as access to Advantage, hybrid solvers, the Ocean software development kit, live code, demos, learning resources, and a vibrant developer community. It also provides D-Wave Launch, a quantum professional service that guides enterprises from problem discovery through in-production application deployment. The company's quantum solutions are used in artificial intelligence, materials sciences, drug discovery, scheduling, cybersecurity, fault detection, and financial modeling. It serves manufacturing and logistics, financial services, life sciences, and other industries. D-Wave Quantum Inc. is based in Burnaby, Canada.",2023-02-09,0.78,0.34,2022-11-10,BMO
GLPG,Galapagos NV,Healthcare,Biotechnology,Belgium,-2147483648,435.8,40.23,-0.07690000000000001,506388,"['Top Losers', 'Unusual Volume']",2,-,0.1,,65310000,7.29,,-3.08,,40510000.0,13.81,,613.8,-0.7,19.58,2.18,577150000.0,4.93,11.8,,1010000.0,26.34,40.87,1.07,116.9,,54.84,39.41,,,0.71,,37.24,72.11,9.34,,,,,44.2,,,,,,8.06,1.27,1357,,112.2,,31.34,2.83,2.31,True,,,,4.65,43.58,True,,,156490,2.9,10.58,5.95,17.66,"Galapagos NV, an integrated biopharmaceutical company, engages in the discovery, development, and commercialization of various medicines for high unmet medical need. Its pipeline products include filgotinib, a JAK1 inhibitor that is in various phases of clinical trials for the treatment of rheumatoid arthritis, Crohn's disease, ulcerative colitis, small bowel CD, fistulizing CD, ankylosing spondylitis, psoriatic arthritis, and uveitis. The company's pipeline products also comprise GLPG1972 that has completed Phase 2b trial for treating osteoarthritis; Toledo molecules, including GLPG3970, GLPG4399, and GLPG4876 for inflammation; and GLPG4716 and Ziritaxestat to treat idiopathic pulmonary fibrosis. In addition, its other pipeline products include GLPG2737, a cystic fibrosis transmembrane conductance regulator that is in Phase 2 clinical trials to treat patients with autosomal dominant polycystic kidney disease; and GLPG0555, a JAK1 inhibitor, which is in Phase 1b for treatment of patients with osteoarthritis. The company has collaboration agreements with Gilead Sciences, Inc.; AbbVie S.a r.l.; and Novartis Pharma AG. Galapagos NV was incorporated in 1999 and is headquartered in Mechelen, Belgium.",2023-02-09,2.5,6.48,2022-11-03,AMC
NUWE,"Nuwellis, Inc.",Healthcare,Medical Devices,USA,4340000,,8.53,-0.0768,91850,Top Losers,1,-,-161.17,5.1,520000,1.12,,-97.94,0.0,490000.0,15.12,-17000000.0,,-24.66,2.2,59.37,7800000.0,0.56,49.6,23.98,70000.0,87.01,132.98,0.07,32.3,70.1,113.67,92.14,25.74,0.36,,85.6,6.08,185.00,19.35,,,,75.4,95.33,0.29,,3.7,43.8,55.0,42.2,1.46,70,4.6,10.5,,47.46,13.24,15.64,False,0.0,50.9,,0.28,9.24,True,0.0,,485340,1.7,5.66,11.09,80.69,"Nuwellis, Inc., a medical device company, focuses on developing, manufacturing, and commercializing medical devices used in ultrafiltration therapy. The company's products are the Aquadex FlexFlow and Aquadex SmartFlow systems, which are indicated for the treatment of patients suffering from fluid overload who have failed diuretics. Its Aquadex FlexFlow system includes a console, disposable blood set, and catheter. The company sells its products to hospitals and clinics through its direct salesforce in the United States; and through independent specialty distributors primarily in Austria, Brazil, Czech Republic, Germany, Greece, Hong Kong, India, Israel, Italy, Romania, Singapore, Slovakia, Spain, Switzerland, Thailand, the United Arab Emirates, and the United Kingdom. The company was formerly known as CHF Solutions, Inc. and changed its name to Nuwellis, Inc. in April 2021. Nuwellis, Inc. was founded in 1999 and is headquartered in Eden Prairie, Minnesota.",2023-02-09,14.49,0.15,2022-11-08,BMO
JEWL,Adamas One Corp.,Consumer Cyclical,Luxury Goods,USA,33920000,,1.57,-0.0765,89957,"['Most Volatile', 'Top Losers']",2,-,-0.6,23.8,20150000,27.01,,,1.28,10950000.0,49.67,-11100000.0,,,,,1800000.0,18.84,3.0,,30000.0,,-0.29,,,,,,0.01,339.15,,,1.53,11.94,50.34,,,,248.2,87.1,,,0.1,,66.3,0.65,0.47,12,0.1,,,25.26,19.2,16.65,False,,,,0.69,1.70,True,,,201110,,38.18,48.21,48.21,"Adamas One Corp., a diamond company, produces single crystal diamonds and diamond materials for diamond jewelry industry and industrial markets in the United States and internationally. The company was incorporated in 2018 and is based in Scottsdale, Arizona.",2023-02-09,0.29,0.16,,
GGB,Gerdau S.A.,Basic Materials,Steel,Brazil,-2147483648,3.74,5.55,-0.075,14642920,"['Downgrades', 'Most Active', 'Top Losers']",3,-,1.6,32.7,1690000000,9.44,6.32,0.95,0.0,601790000.0,9.74,2730000000.0,,0.27,21.9,6.04,17030000000.000002,0.56,553.3,2.46,38390000.0,11.51,5.78,1.04,36.7,18.2,7.45,4.79,1.08,5.56,3.52,30.3,3.89,6.66,0.04,0.7,6.17,49.1,29.7,16.72,1.6,11.68,1.1,15.8,24.4,42.64,0.21,40061,2.3,0.8,23.0,32.45,2.57,2.6,True,0.28,45.4,16.0,1.70,6.00,True,0.2,268.9,12310000,1.5,12.07,7.57,6.94,"Gerdau S.A., together with its subsidiaries, operates as a steel producer company in the Americas. The company operates through Brazil Business, North America Business, South America Business, and Special Steel Business divisions. It provides semi-finished products, including billets, blooms, and slabs; common long rolled products, such as rebars, wire rods, merchant bars, light shapes, and profiles to the construction and manufacturing industries; drawn products comprising barbed and barbless fence wires, galvanized wires, fences, concrete reinforcing wire mesh, nails, and clamps for manufacturing, construction, and agricultural industries; and special steel products used in auto parts, light and heavy vehicles, and agricultural machinery, as well as in the oil and gas, wind energy, machinery and equipment, mining and rail, and other markets. The company also offers flat products, such as hot-rolled steel coils and heavy plates; and resells flat steel products. In addition, it operates three mines that produce iron ore located in the Brazilian state of Minas Gerais. The company sells its products through independent distributors, direct sales from the mills, and its retail network. The company was founded in 1901 and is based in Sao Paulo, Brazil.",2023-02-09,6.38,3.12,2022-11-09,BMO
