,Ticker,Company,Sector,Industry,Country,Market Cap,P/E,Price,Change,Volume,Signals,NoOf Signals,Index,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS next Y Percentage,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range From,52W Range To,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility W,Volatility M,Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Recom,SMA20,SMA50,SMA200
33,LVWR,"LiveWire Group, Inc.",Consumer Cyclical,Auto Manufacturers,USA,1430000000.0,55.07,8.1,0.09759999999999999,69106.0,"['Top Gainers', 'Most Volatile']",2,-,0.13,0.20%,45.91M,39.41%,-,-0.65,0.00%,10.95M,54.58%,6.40M,-,-0.19,0.30%,1.44% / 7.21,15.71%,50.49M,28.31,124.00%,-98.35%,0.16M,-18.76%,0.01,738.00,-18.20%,1.60%,8.70,-17.85%,0.00,7145.32,-,2.40%,4.20,12.27,67.01%,-,-,-,-,-33.99%,-,-,1.00,-,-,92.86%,0.65,-,1.00,70.10%,-,76.77,10.72%,9.98%,Yes,0.00,-33.40%,-,3.16,7.38,Yes,0.00,Feb 02 BMO,0.00%,21.89K,3.00,39.63%,43.37%,-2.42%
34,AUUD,Auddia Inc.,Technology,Software - Application,USA,14660000.0,,1.25,0.0965,14992.0,"['Top Gainers', 'Most Volatile']",2,-,-0.54,13.90%,12.52M,-0.01%,-,-0.66,0.00%,8.96M,26.08%,-6.50M,-,-0.11,8.60%,0.35% / 1.05,16.07%,-,-,-261.30%,2.41%,0.03M,25.00%,0.38,3.00,-26.90%,-88.30%,4.00,-33.86%,0.08,14.66,-,-92.30%,0.83,2.57,30.21%,-,-,-29.30%,-,-51.36%,-,-,2.30,-,-,51.33%,0.15,22,2.30,-,-,56.78,16.11%,12.32%,No,0.00,35.80%,-,0.50,1.14,Yes,0.00,-,-,29.80K,2.00,9.51%,13.47%,5.76%
35,CAAS,"China Automotive Systems, Inc.",Consumer Cyclical,Auto Parts,China,222390000.0,11.43,8.87,0.0964,301115.0,Top Gainers,1,-,0.71,65.18%,30.64M,2.54%,16.85,0.48,0.00%,10.51M,40.79%,21.80M,1.14,0.07,3.10%,1.78% / 0.74,115.29%,539.60M,0.41,323.50%,18.33%,0.19M,196.83%,9.86,0.82,-22.58%,3.10%,7.50,220.80%,-,-,10.00%,6.90%,2.20,9.70,52.93%,-,4.45,-12.70%,0.40%,-8.56%,2.40,-,1.10,1.50%,14.50%,303.18%,0.67,3949,1.50,26.80%,2.10%,63.30,10.99%,8.25%,Yes,0.37,-,4.00%,1.19,8.09,Yes,0.00,Nov 14 BMO,0.00%,252.30K,3.00,18.79%,30.16%,105.79%
36,RNXT,"RenovoRx, Inc.",Healthcare,Biotechnology,USA,32020000.000000004,,3.95,0.0942,117026.0,"['Top Gainers', 'Most Volatile']",2,-,-1.31,0.30%,9.07M,40.57%,-,-0.80,0.00%,7.29M,21.17%,-10.10M,-,-0.26,13.60%,0.32% / 0.59,110.11%,-,-,-167.60%,3.34%,0.02M,50.76%,0.90,4.01,27.90%,-79.50%,10.00,18.62%,0.91,3.95,-,-87.40%,1.50,5.00,68.09%,-,-,-,-,-21.00%,-,-,8.40,-,-,163.33%,0.41,6,8.40,-,-,69.96,11.88%,15.36%,No,0.00,12.40%,-,2.98,3.61,Yes,0.00,-,-,39.32K,2.00,30.57%,58.77%,86.23%
37,MCFT,"MasterCraft Boat Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA,555180000.0,7.92,34.2,0.094,879049.0,"['Top Gainers', 'New High', 'Unusual Volume', 'Overbought', 'Earnings Before']",5,-,3.95,2.50%,17.95M,15.74%,7.33,4.26,0.00%,17.34M,22.19%,72.50M,0.79,1.01,94.90%,2.75% / 3.82,54.75%,733.40M,0.76,5.40%,1.53%,0.48M,40.57%,8.03,3.89,-2.20%,18.20%,28.60,24.27%,2.30,13.61,10.00%,37.90%,18.49,31.43,32.20%,-,-,24.30%,29.80%,8.82%,1.83,-,0.80,25.40%,24.30%,84.96%,1.09,1750,1.70,29.70%,13.10%,81.96,3.55%,3.19%,No,0.39,112.30%,7.10%,7.05,31.26,Yes,0.36,Feb 08 BMO,0.00%,124.75K,1.80,17.58%,25.43%,43.00%
38,BTB,Bit Brother Limited,Consumer Cyclical,Restaurants,China,17880000.0,,2.14,0.09179999999999999,6052223.0,"['Top Gainers', 'Most Volatile', 'Unusual Volume', 'Multiple Bottom']",4,-,-0.15,0.09%,79.39M,7.54%,-,-,0.00%,8.80M,-79.98%,-11.80M,-,-,0.20%,1.88% / 0.13,10.85%,0.80M,22.34,81.80%,-,0.17M,-52.44%,1.38,1.42,-,-27.40%,-,-67.58%,-,-,-,-29.50%,1.62,12.00,-79.87%,-,-,41.70%,-12.00%,-82.17%,0.97,-,41.60,-,41.10%,32.10%,0.81,67,41.70,-,-,31.79,6.50%,23.67%,No,0.00,28.90%,-,4.93,1.96,Yes,0.00,-,-,1.23M,-,-47.82%,-66.20%,-52.02%
39,PLUS,ePlus inc.,Technology,Software - Application,USA,1400000000.0,13.78,57.04,0.0915,158713.0,Top Gainers,1,-,3.79,0.90%,26.58M,10.95%,11.07,4.72,-0.66%,26.32M,26.47%,101.50M,2.76,1.14,95.60%,1.37% / 4.44,14.65%,1.90B,0.74,-2.10%,-0.92%,0.36M,22.25%,26.55,1.97,9.69%,8.00%,58.00,25.17%,3.72,14.07,5.00%,15.10%,40.37,62.82,28.82%,-,-,85.20%,15.30%,-9.20%,1.30,-,1.30,6.50%,25.20%,41.29%,2.00,1693,1.80,7.80%,7.80%,76.00,3.72%,2.96%,No,0.16,-8.60%,5.30%,1.96,52.26,Yes,0.02,Feb 07 AMC,0.00%,81.11K,1.70,14.77%,20.71%,14.36%
40,CTLP,"Cantaloupe, Inc.",Technology,Information Technology Services,USA,371730000.0,,5.62,0.0913,974997.0,"['Top Gainers', 'Most Volatile']",2,-,-0.14,0.20%,71.21M,8.70%,42.92,0.12,34.24%,65.33M,19.57%,-9.70M,-,-0.01,75.40%,0.70% / 0.87,68.77%,217.20M,1.71,76.20%,-0.48%,0.45M,-8.77%,2.08,2.48,1300.00%,-3.90%,9.00,-29.93%,0.70,7.32,25.00%,-6.30%,2.77,8.24,29.20%,-,-,30.40%,-1.70%,-31.80%,1.83,-,1.30,15.10%,29.20%,102.89%,0.28,225,1.50,26.20%,-4.60%,72.08,3.30%,5.30%,Yes,0.10,-448.00%,-4.40%,1.86,5.15,Yes,0.09,Feb 07 AMC,-,523.09K,1.50,11.64%,26.93%,19.10%
41,ITUB,Itau Unibanco Holding S.A.,Financial,Banks - Regional,Brazil,43350000000.0,8.07,5.09,0.08990000000000001,46958745.0,"['Top Gainers', 'Most Active']",2,-,0.58,52.10%,9.80B,3.67%,6.58,0.71,0.00%,5.30B,5.67%,5.70B,0.86,0.16,18.10%,0.66% / 0.90,-8.75%,34.94B,1.24,41.20%,-4.19%,35.01M,5.45%,3.33,1.40,14.50%,1.30%,6.27,11.25%,22.77,0.21,9.40%,18.30%,3.76,5.94,8.14%,0.19,1.48,4.40%,4.40%,-14.24%,0.67,4.15%,-,-4.50%,-,35.30%,0.18,100600,-,38.30%,16.90%,56.86,2.86%,2.65%,Yes,4.42,32.70%,16.30%,1.21,4.67,Yes,1.54,Feb 07 AMC,147.00%,38.86M,2.00,2.73%,6.60%,5.40%
42,HYPR,"Hyperfine, Inc.",Healthcare,Medical Devices,USA,78490000.0,,1.22,0.08929999999999999,294381.0,Top Gainers,1,-,-1.23,2.20%,70.51M,22.95%,-,-0.95,159.33%,53.77M,44.36%,-86.20M,-,-0.22,31.80%,4.93% / 3.30,52.94%,5.80M,13.53,-176.80%,-5.30%,2.65M,-31.07%,1.91,0.59,11.20%,-49.90%,2.63,-65.44%,1.89,0.59,-,-54.00%,0.68,4.10,45.24%,-,-,-,-34.80%,-70.24%,-,-,11.20,-,2.60%,79.41%,0.18,186,11.50,109.10%,-,69.23,23.13%,18.85%,Yes,0.00,66.10%,-,0.37,1.12,Yes,0.00,Nov 10 AMC,-,802.23K,2.30,28.21%,38.56%,-19.44%
43,SKYT,"SkyWater Technology, Inc.",Technology,Semiconductors,USA,475210000.0,,12.33,0.0892,365448.0,"['Top Gainers', 'Most Volatile']",2,-,-1.60,16.60%,40.67M,14.70%,-,-0.32,-18.21%,12.40M,52.22%,-63.60M,-,-0.11,12.40%,10.87% / 6.13,42.71%,186.40M,2.55,-221.90%,11.67%,1.35M,-17.53%,0.90,12.58,61.00%,-23.50%,16.40,27.24%,0.22,51.10,20.00%,-138.40%,4.43,20.95,73.42%,-,-,-,-36.00%,-41.15%,-,-,0.90,-,3.30%,178.33%,0.75,590,1.10,49.40%,-31.50%,73.22,6.52%,7.21%,Yes,2.30,52.00%,-34.10%,1.66,11.32,Yes,2.25,Feb 13 AMC,-,219.98K,2.20,23.26%,36.50%,34.52%
44,SYM,Symbotic Inc.,Financial,Shell Companies,USA,1000000000.0,519.69,18.11,0.08900000000000001,795835.0,Top Gainers,1,-,0.03,1.60%,559.38M,18.60%,95.03,0.17,-17.97%,33.23M,36.47%,17.60M,-,-0.05,39.60%,1.07% / 1.59,76.34%,722.60M,1.39,95.60%,0.79%,0.36M,13.12%,0.01,1663.00,158.60%,-31.40%,19.27,83.30%,5.86,2.84,-,39.40%,8.75,28.48,51.68%,-,-,-,-,-36.41%,-,-,1.00,-,16.70%,106.97%,1.33,1120,1.20,166.50%,-16.30%,72.45,12.56%,8.98%,Yes,0.00,96.50%,-22.90%,3.56,16.63,Yes,0.00,Jan 30 AMC,-,223.58K,1.80,24.13%,40.47%,40.90%
45,VRAR,"The Glimpse Group, Inc.",Technology,Software - Infrastructure,USA,73840000.0,,6.38,0.08869999999999999,473543.0,"['Top Gainers', 'Most Volatile', 'Unusual Volume', 'Overbought']",4,-,-0.76,0.50%,13.32M,39.00%,-,-0.39,173.19%,9.06M,87.10%,-9.70M,-,-,8.30%,1.39% / 1.22,38.70%,10.20M,7.24,39.40%,114.83%,0.13M,10.38%,2.06,2.84,46.60%,-24.70%,7.00,-38.71%,0.86,6.84,-,-33.50%,2.50,10.90,110.56%,-,-,-,-20.80%,-41.47%,-,-,1.70,-,77.30%,155.20%,0.54,200,1.70,300.00%,-94.70%,82.17,15.77%,11.75%,Yes,0.00,-143.20%,-95.10%,4.59,5.86,Yes,0.00,Nov 14 AMC,-,103.26K,2.00,57.78%,65.69%,41.38%
46,VOYA,"Voya Financial, Inc.",Financial,Financial Conglomerates,USA,6680000000.0,11.56,74.8,0.0885,5555540.0,"['Top Gainers', 'New High', 'Unusual Volume']",3,-,5.95,0.50%,97.90M,6.61%,8.70,7.90,-5.35%,96.28M,14.04%,682.00M,2.59,1.55,-,22.33% / 15.97,9.98%,6.07B,1.10,-16.50%,-4.64%,21.49M,22.60%,41.81,1.64,13.13%,0.40%,81.93,7.33%,9.62,7.14,4.47%,11.90%,56.20,73.43,21.65%,0.80,5.62,219.30%,28.60%,1.87%,1.18,1.16%,-,-13.70%,-,33.10%,1.96,6000,-,-32.80%,14.00%,71.12,2.26%,2.19%,Yes,0.55,55.30%,11.30%,4.13,68.72,Yes,0.51,Feb 07 AMC,12.30%,1.35M,2.00,9.28%,15.25%,17.93%
47,RXO,"RXO, Inc.",Industrials,Trucking,USA,2320000000.0,14.73,21.97,0.086,1567232.0,Top Gainers,1,-,1.37,0.10%,116.30M,14.01%,24.08,0.84,0.00%,116.22M,33.15%,158.00M,-,0.30,43.04%,2.69% / 1.94,32.75%,5.06B,0.46,248.80%,-,3.13M,-,9.84,2.06,-38.20%,-,20.80,-,1.63,12.39,-,-,14.75,25.50,27.73%,-,-,-,14.10%,-13.84%,-,-,1.40,-,18.20%,48.95%,0.82,5600,1.40,3.50%,-,78.06,4.73%,3.55%,No,0.00,-60.60%,-,0.97,20.23,Yes,0.00,Feb 07 AMC,-,1.61M,2.50,22.55%,25.12%,23.94%
48,UIHC,United Insurance Holdings Corp.,Financial,Insurance - Property & Casualty,USA,110010000.0,,2.72,0.0837,149910.0,"['Top Gainers', 'Overbought']",2,-,-4.08,55.17%,43.08M,17.24%,-,-,1.66%,19.40M,156.60%,-175.40M,-,-,14.70%,0.81% / 0.61,579.83%,496.50M,0.22,40.10%,-19.69%,0.16M,166.67%,1.87,1.34,-,-6.60%,-,-29.17%,4.13,0.61,20.00%,-85.80%,0.29,4.07,156.60%,0.24,-,-48.10%,-12.80%,-33.17%,-0.21,9.56%,-,5.40%,-,831.19%,0.22,472,-,-23.90%,-31.10%,82.24,19.12%,13.68%,Yes,1.90,-393.70%,-35.30%,0.57,2.51,Yes,1.90,Nov 09 AMC,-,261.14K,3.00,47.27%,146.78%,136.25%
49,TPST,"Tempest Therapeutics, Inc.",Healthcare,Biotechnology,USA,18390000.0,,1.88,0.0836,16970.0,"['Top Gainers', 'Most Volatile']",2,-,-3.75,3.25%,13.64M,-0.53%,-,-2.84,0.00%,10.18M,49.21%,-34.40M,-,-0.76,71.30%,0.30% / 1.84,3.30%,-,-,74.20%,-0.43%,0.03M,-13.36%,1.96,0.89,12.60%,-50.10%,17.67,-47.04%,-,-,-,-108.10%,1.06,4.55,63.48%,-,-,58.10%,-,-58.68%,0.79,-,2.50,-,-,77.36%,0.16,17,2.50,-,-,53.94,8.08%,9.60%,No,0.57,45.70%,-,1.03,1.74,Yes,0.44,-,-,16.51K,1.50,0.14%,17.05%,-12.59%
50,BTAI,"BioXcel Therapeutics, Inc.",Healthcare,Biotechnology,USA,853180000.0,,33.24,0.08310000000000001,776954.0,"['Top Gainers', 'New High']",2,-,-4.90,32.22%,28.02M,12.75%,-,-5.55,-2.82%,18.99M,48.13%,-137.10M,-,-1.44,47.90%,12.22% / 7.09,184.59%,0.10M,8531.82,-7.00%,-6.07%,2.32M,116.41%,4.53,6.77,-2.60%,-58.10%,48.18,100.12%,8.36,3.67,-,-77.60%,8.80,32.96,54.75%,-,-,-,-,0.85%,1.20,-,10.30,-,92.00%,277.94%,1.89,89,10.30,-,-,71.09,6.48%,6.92%,Yes,0.72,-55.60%,-,2.37,30.69,Yes,0.72,Nov 10 BMO,-,327.19K,1.70,12.47%,41.03%,110.40%
51,BV,"BrightView Holdings, Inc.",Industrials,Specialty Business Services,USA,587710000.0,105.16,7.06,0.0828,1100127.0,Top Gainers,1,-,0.06,1.70%,83.48M,-13.37%,8.27,0.79,0.00%,37.89M,-3.55%,3.90M,6.95,-0.09,95.00%,3.07% / 3.26,-19.04%,2.77B,0.21,-88.40%,-2.15%,1.16M,-32.38%,14.58,0.45,21.42%,0.40%,9.52,-44.23%,0.22,29.24,15.13%,1.10%,5.56,14.07,2.47%,-,-,18.00%,2.80%,-49.82%,1.30,-,1.40,10.10%,24.30%,26.98%,0.48,21000,1.40,7.40%,3.20%,42.90,10.91%,5.39%,Yes,1.10,-61.00%,0.50%,3.09,6.52,Yes,1.09,Feb 07 BMO,0.00%,356.39K,3.00,-8.83%,-1.73%,-27.79%
52,IMV,IMV Inc.,Healthcare,Biotechnology,Canada,21710000.0,,2.28,0.0806,202238.0,"['Top Gainers', 'Most Volatile']",2,-,-6.65,0.50%,8.24M,7.04%,-,-3.79,0.00%,8.18M,-29.85%,-54.70M,-,-1.21,16.78%,0.39% / 0.06,-36.17%,0.30M,72.37,-14.10%,-,0.03M,-53.47%,-1.02,-,20.20%,-97.40%,-,-82.05%,2.81,0.75,-,-543.60%,2.00,15.30,-6.17%,-,-,-11.90%,-86.50%,-85.10%,1.25,-,2.80,-2.10%,-,14.00%,0.32,97,2.80,-,-,46.07,10.49%,13.50%,No,-,17.70%,-,0.39,2.11,Yes,-,Nov 11 BMO,-,522.67K,2.00,-7.93%,-11.97%,-58.70%
53,MRNS,"Marinus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,339320000.0,,7.25,0.0805,901889.0,"['Top Gainers', 'Recent Insider Selling']",2,-,-0.43,0.10%,49.62M,9.35%,-,-2.97,-5.32%,49.21M,67.05%,-14.10M,-,-0.70,59.20%,2.87% / 3.50,29.23%,19.80M,17.14,3.90%,1.46%,1.41M,32.54%,2.10,3.20,-624.40%,-3.60%,25.60,-36.40%,-,-,20.00%,-12.70%,3.46,12.37,82.16%,-,-,14.50%,-107.70%,-41.39%,1.19,-,8.40,-,93.90%,109.24%,0.39,113,8.40,-77.20%,-,79.86,5.09%,6.86%,Yes,0.91,455.90%,-26.20%,2.23,6.71,Yes,0.91,Nov 08 BMO,-,404.04K,1.50,25.44%,49.62%,31.75%
54,LRMR,"Larimar Therapeutics, Inc.",Healthcare,Biotechnology,USA,238200000.0,,6.35,0.0799,356089.0,Top Gainers,1,-,-1.83,7.80%,43.27M,22.12%,-,-1.23,363.70%,39.43M,43.67%,-35.10M,-,-0.37,90.90%,0.64% / 2.26,130.91%,-,-,17.50%,194.60%,0.25M,227.32%,5.34,1.10,15.80%,-40.60%,10.50,-29.52%,3.08,1.91,-,-48.30%,1.53,9.20,53.75%,-,-,35.00%,-,-30.98%,0.55,-,13.50,-,-,315.03%,0.40,31,13.50,-,-,78.73,9.69%,7.86%,Yes,0.00,59.30%,-,3.17,5.88,Yes,0.00,Nov 10 BMO,-,112.18K,1.80,34.19%,49.00%,103.58%
55,ASPS,Altisource Portfolio Solutions S.A.,Financial,Mortgage Finance,Luxembourg,82810000.0,4.05,6.9,0.07980000000000001,172110.0,Top Gainers,1,-,1.58,0.50%,16.09M,17.95%,4.66,1.37,0.00%,9.36M,-11.31%,28.50M,0.20,-0.61,33.90%,3.15% / 1.63,-50.82%,157.00M,0.53,117.10%,-6.05%,0.30M,-38.34%,-6.80,-,152.50%,12.20%,18.00,-36.87%,4.92,1.30,20.00%,-31.80%,5.52,17.67,-27.06%,-,-,-12.90%,14.80%,-60.95%,1.19,-,2.10,-29.10%,10.10%,25.00%,0.68,2024,2.10,-11.10%,29.80%,43.35,12.51%,9.06%,Yes,-,22.50%,18.10%,0.95,6.39,Yes,-,Nov 03 BMO,0.00%,181.25K,2.50,-1.97%,-30.56%,-38.79%
56,APCX,AppTech Payments Corp.,Technology,Software - Infrastructure,USA,39730000.0,,2.44,0.0796,380726.0,"['Top Gainers', 'Most Volatile']",2,-,-0.95,1.50%,16.60M,-37.76%,-,-0.27,0.00%,11.06M,4.72%,-15.30M,-,-,1.50%,2.31% / 0.60,212.36%,0.40M,99.33,-,-97.18%,0.26M,234.25%,0.65,3.48,64.90%,-117.90%,1.79,21.39%,0.34,6.73,-,-207.20%,0.40,5.37,2.95%,-,-,-29.30%,-,-54.58%,0.59,-,1.50,89.50%,53.20%,503.36%,0.65,8,1.50,0.00%,-,42.88,18.75%,22.49%,No,0.18,-4.30%,-,0.89,2.26,Yes,0.01,-,-,425.80K,2.00,-31.46%,5.77%,108.87%
57,MGAM,Mobile Global Esports Inc.,Communication Services,Electronic Gaming & Multimedia,USA,56640000.0,,2.58,0.0795,2158956.0,"['Top Gainers', 'Most Volatile']",2,-,-,19.20%,18.14M,-31.02%,-,-0.21,0.00%,13.47M,116.81%,-,-,-0.03,9.70%,3.04% / 0.13,158.00%,-,-,-,-,0.41M,-43.91%,0.54,4.43,-200.00%,-,1.50,-,0.40,5.96,-,-,0.61,20.74,212.80%,-,-,-,-,-87.56%,-,-,51.20,-,-,321.84%,0.51,25,51.20,-,-,61.22,34.40%,26.84%,No,0.01,-,-,0.70,2.39,No,0.00,-,-,3.08M,2.00,54.26%,117.04%,24.66%
58,GPRE,Green Plains Inc.,Basic Materials,Specialty Chemicals,USA,2120000000.0,,36.54,0.07719999999999999,2003212.0,"['Top Gainers', 'Earnings Before']",2,-,-1.93,3.21%,57.68M,4.58%,31.70,1.07,0.04%,57.33M,17.34%,-98.20M,-,-0.25,-,14.36% / 9.73,11.13%,3.55B,0.60,67.40%,3.16%,8.23M,-3.44%,16.68,2.03,158.20%,-4.50%,44.62,18.48%,7.13,4.76,15.00%,-10.50%,26.09,41.25,19.80%,-,-,-48.10%,-0.50%,-11.42%,1.77,-,1.60,-3.70%,4.30%,40.05%,1.85,859,2.20,27.90%,-1.90%,66.46,5.28%,4.95%,Yes,0.73,-7.90%,-2.80%,2.37,33.92,Yes,0.51,Feb 08 BMO,-,845.62K,2.00,13.13%,15.97%,13.82%
59,WKEY,WISeKey International Holding AG,Technology,Semiconductors,Switzerland,32820000.0,,2.79,0.07719999999999999,101061.0,"['Top Gainers', 'Overbought']",2,-,-4.50,-,4.00M,12.96%,-,-,-,4.00M,43.81%,-20.90M,-,-,3.30%,2.07% / 2.15,89.78%,23.20M,1.41,57.60%,-6.28%,0.08M,6.49%,4.48,0.58,-,-,10.00,-60.81%,-,-,-,-,1.18,7.18,56.74%,-,-,29.00%,-49.20%,-61.14%,-,-,2.80,15.20%,44.40%,136.44%,0.15,136,3.00,43.60%,-,80.37,6.49%,6.93%,Yes,0.11,-,-,2.63,2.59,Yes,0.01,-,-,38.45K,2.00,21.52%,39.94%,23.17%
60,ZWS,Zurn Elkay Water Solutions Corporation,Industrials,Pollution & Treatment Controls,USA,4010000000.0,52.27,24.09,0.07690000000000001,4462195.0,"['Top Gainers', 'Wedge Down']",2,-,0.43,0.80%,174.87M,8.96%,24.13,0.93,0.00%,173.46M,8.66%,50.00M,3.07,0.17,78.70%,2.32% / 3.02,4.92%,1.17B,3.42,39.90%,5.74%,4.03M,-16.93%,9.26,2.42,-3.64%,-,26.67,-19.54%,0.40,55.81,17.00%,-,20.10,36.82,13.90%,0.28,-,-13.10%,12.60%,-34.57%,1.32,1.25%,1.20,-11.90%,37.60%,19.85%,0.84,1300,2.40,81.80%,-,64.92,2.77%,2.87%,Yes,0.33,-184.90%,-,3.35,22.37,Yes,0.33,Feb 07 AMC,-,1.33M,1.80,10.22%,7.29%,-8.09%
61,TALS,"Talaris Therapeutics, Inc.",Healthcare,Biotechnology,USA,79920000.0,,1.9,0.0765,210084.0,Top Gainers,1,-,-1.69,10.10%,41.38M,9.83%,-,-1.95,-10.30%,34.13M,63.79%,-69.60M,-,-0.51,74.20%,5.67% / 7.56,20.25%,-,-,-112.30%,-4.36%,1.93M,-56.22%,4.71,0.37,-2.60%,-30.40%,9.00,-80.21%,4.28,0.41,-,-31.80%,0.89,10.56,86.27%,-,-,-,-,-82.01%,-,-,21.60,-,-,113.48%,0.14,112,21.60,-,-,74.97,11.74%,9.47%,No,0.00,-44.60%,-,0.82,1.76,Yes,0.00,Nov 10 BMO,-,255.86K,2.20,35.86%,46.03%,-47.67%
62,NXTC,"NextCure, Inc.",Healthcare,Biotechnology,USA,47820000.0,,1.83,0.0765,183999.0,Top Gainers,1,-,-2.68,8.76%,27.75M,12.27%,-,-2.42,0.00%,25.33M,12.27%,-74.40M,-,-0.66,61.60%,1.32% / 1.77,7.02%,-,-,-89.00%,4.88%,0.33M,-62.58%,6.54,0.26,8.30%,-34.50%,5.25,-66.36%,6.02,0.28,-,-36.00%,1.16,5.54,29.79%,-,-,-,-,-66.97%,0.03,-,29.80,-,-,57.76%,0.11,86,29.80,-,-,63.45,4.40%,6.45%,No,0.00,-5.00%,-,0.97,1.70,Yes,0.00,Nov 03 AMC,-,189.19K,2.50,10.08%,22.79%,-42.20%
63,NEON,Neonode Inc.,Technology,Electronic Components,Sweden,120680000.0,,9.27,0.0754,153635.0,Top Gainers,1,-,-0.39,38.10%,13.58M,4.51%,-,-0.10,0.00%,8.39M,61.78%,-5.20M,-,-0.15,3.50%,4.47% / 0.90,158.22%,5.30M,22.77,4.00%,-1.80%,0.38M,102.84%,1.50,5.75,-,-25.80%,8.50,88.80%,0.81,10.68,20.00%,-23.80%,3.30,14.75,68.55%,-,-,14.10%,-29.80%,-37.15%,2.11,-,7.20,-10.60%,88.50%,180.91%,1.08,47,9.60,20.00%,-,54.57,7.93%,17.71%,Yes,0.01,60.50%,-98.90%,0.37,8.62,Yes,0.00,Nov 10 BMO,-,418.16K,2.00,-4.65%,32.26%,77.60%
64,HUGE,FSD Pharma Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,66569999.99999999,,1.42,0.0747,307622.0,"['Top Gainers', 'New High', 'Overbought']",3,-,-0.91,9.32%,38.21M,35.10%,-,-,0.00%,34.05M,68.22%,-35.60M,-,-,1.83%,0.89% / 3.18,49.33%,-,-,58.90%,-,0.30M,47.01%,1.26,1.05,-,-44.60%,-,63.62%,0.63,2.11,-,-53.00%,0.62,1.32,79.93%,-,-,-,-,7.47%,1.08,-,3.40,-,-,129.51%,0.09,10,3.40,-,-,84.71,11.02%,7.90%,Yes,0.02,-20.60%,-,3.22,1.32,Yes,0.00,-,-,95.47K,-,40.67%,59.06%,58.21%
65,NN,NextNav Inc.,Communication Services,Internet Content & Information,USA,334780000.0,,3.46,0.0745,791148.0,Top Gainers,1,-,-0.76,5.30%,101.40M,15.72%,-,-0.64,13.03%,56.20M,13.07%,-73.80M,-,-0.17,54.00%,4.65% / 5.82,4.85%,3.10M,107.99,7.10%,-9.11%,2.61M,18.09%,0.91,3.54,-45.50%,-57.80%,10.50,-53.05%,0.69,4.66,-,-75.00%,1.85,8.47,18.09%,-,-,-,-42.50%,-59.15%,-,-,8.30,-,-,87.02%,0.22,61,8.30,66.70%,-,65.61,6.32%,7.40%,No,0.00,45.60%,-,1.76,3.22,Yes,0.00,Nov 10 AMC,-,448.79K,2.30,17.55%,16.85%,7.08%
66,BDC,Belden Inc.,Industrials,Electrical Equipment & Parts,USA,3580000000.0,23.87,89.12,0.0741,526701.0,"['Top Gainers', 'New High', 'Earnings Before']",3,-,3.48,0.40%,43.47M,8.26%,12.79,6.49,-10.81%,42.08M,17.23%,154.70M,2.35,1.64,-,2.78% / 4.35,16.50%,2.59B,1.38,12.80%,-6.52%,1.17M,34.40%,26.08,3.18,3.39%,4.60%,87.83,59.14%,12.71,6.53,10.16%,14.00%,47.89,84.85,23.95%,0.20,23.20,-12.40%,3.90%,5.03%,1.34,0.24%,1.90,0.40%,35.30%,86.09%,2.35,6200,2.50,10.90%,8.30%,74.08,2.23%,2.21%,Yes,0.92,143.40%,5.50%,1.96,82.97,Yes,0.92,Feb 08 BMO,6.10%,268.97K,2.30,11.23%,15.00%,34.81%
67,APRN,"Blue Apron Holdings, Inc.",Consumer Cyclical,Internet Retail,USA,50290000.0,,1.45,0.0741,7214441.0,"['Top Gainers', 'Most Volatile']",2,-,-3.79,1.00%,34.85M,42.16%,-,-1.56,-48.55%,12.93M,104.60%,-113.80M,-,-0.77,13.80%,43.48% / 0.68,-17.14%,458.70M,0.11,-29.70%,-40.64%,5.62M,-52.77%,0.81,1.67,54.10%,-53.90%,4.00,-80.33%,0.83,1.62,-,-213.10%,0.61,8.57,74.70%,-,-,1.80%,-68.60%,-83.08%,-2.91,-,0.60,-10.00%,33.70%,137.70%,0.18,1657,1.00,0.00%,-24.00%,66.22,21.55%,18.21%,Yes,0.97,36.60%,-24.80%,0.87,1.35,Yes,0.97,Nov 07 BMO,-,8.26M,2.70,40.10%,59.76%,-49.66%
